,Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
616,200901BS70720,12/16/2021,Wednesday,Give way or uncontrolled,Crossroads,Fatal,51.492515,Daylight,Kensington and Chelsea,None,-0.16813,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,14:26,Urban,Snowing no high winds,Car
617,200901BS70721,12/17/2021,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Fatal,51.497037,Darkness - lights lit,Kensington and Chelsea,None,-0.204686,2,1,Metropolitan Police,Wet or damp,Single carriageway,30,18:26,Urban,Raining no high winds,Car
618,200901BS70722,12/18/2021,Friday,Give way or uncontrolled,T or staggered junction,Fatal,51.501513,Darkness - lights lit,Kensington and Chelsea,None,-0.191687,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,20:10,Urban,Fine no high winds,Car
619,200901BS70723,12/18/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.522386,Daylight,Kensington and Chelsea,None,-0.221708,1,2,Metropolitan Police,Dry,Single carriageway,30,13:22,Urban,Fine no high winds,Car
620,200901BS70724,12/19/2021,Saturday,Auto traffic signal,Crossroads,Slight,51.495658,Daylight,Kensington and Chelsea,None,-0.173622,3,2,Metropolitan Police,Dry,Single carriageway,30,15:20,Urban,Fine no high winds,Car
621,200901BS70725,12/9/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.492396,Daylight,Kensington and Chelsea,None,-0.166262,1,1,Metropolitan Police,Dry,Single carriageway,30,13:50,Urban,Fine no high winds,Car
622,200901BS70726,12/17/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.505181,Darkness - lights lit,Kensington and Chelsea,None,-0.213877,1,2,Metropolitan Police,Snow,Single carriageway,30,21:30,Urban,Snowing no high winds,Car
623,200901BS70727,12/18/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.486714,Darkness - lights lit,Kensington and Chelsea,None,-0.170955,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,16:40,Urban,Snowing no high winds,Motorcycle 125cc and under
624,200901BS70728,11/7/2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.504759,Darkness - lights lit,Kensington and Chelsea,None,-0.198043,1,2,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Car
625,200901BS70729,12/15/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.482582,Daylight,Kensington and Chelsea,None,-0.171264,1,2,Metropolitan Police,Dry,Single carriageway,30,8:56,Urban,Fine no high winds,Car
626,200901BS70730,12/11/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.49462,Daylight,Kensington and Chelsea,None,-0.193688,1,2,Metropolitan Police,Dry,Single carriageway,30,7:35,Urban,Fine no high winds,Car
627,200901BS70733,12/16/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.495498,Daylight,Kensington and Chelsea,None,-0.174925,1,1,Metropolitan Police,Dry,Single carriageway,30,9:35,Urban,Fine no high winds,Car
628,200901BS70734,12/15/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.514085,Darkness - lights lit,Kensington and Chelsea,None,-0.196377,1,2,Metropolitan Police,Dry,Single carriageway,30,5:50,Urban,Fine no high winds,Car
629,200901BS70735,12/6/2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.503035,Daylight,Kensington and Chelsea,None,-0.214681,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,16:10,Urban,Fine no high winds,Motorcycle 125cc and under
630,200901BS70736,12/21/2021,Monday,Auto traffic signal,Crossroads,Slight,51.48342,Darkness - lights lit,Kensington and Chelsea,None,-0.167342,1,2,Metropolitan Police,Dry,Single carriageway,30,3:32,Urban,Fine no high winds,Car
631,200901BS70738,12/22/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.4841,Daylight,Kensington and Chelsea,None,-0.176389,1,1,Metropolitan Police,Dry,Single carriageway,30,14:15,Urban,Fine no high winds,Motorcycle 125cc and under
632,200901BS70739,12/20/2021,Sunday,Auto traffic signal,Crossroads,Slight,51.494377,Darkness - lights lit,Kensington and Chelsea,None,-0.195427,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,22:50,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
633,200901BS70740,12/18/2021,Friday,Auto traffic signal,Crossroads,Slight,51.494377,Darkness - lights lit,Kensington and Chelsea,None,-0.195427,1,2,Metropolitan Police,Frost or ice,Dual carriageway,30,21:00,Urban,Fine + high winds,Car
634,200901BS70741,12/24/2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.480177,Darkness - lights lit,Kensington and Chelsea,None,-0.178561,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0:05,Urban,Raining no high winds,Car
635,200901BS70742,12/28/2021,Monday,Auto traffic signal,Crossroads,Slight,51.5159,Daylight,Kensington and Chelsea,None,-0.209133,1,2,Metropolitan Police,Dry,Single carriageway,30,15:05,Urban,Fine no high winds,Car
636,200901BS70746,12/13/2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.497188,Daylight,Kensington and Chelsea,None,-0.167942,1,1,Metropolitan Police,Dry,Dual carriageway,30,11:05,Urban,Fine no high winds,Motorcycle 125cc and under
637,200901BS70749,12/31/2021,Thursday,Give way or uncontrolled,Private drive or entrance,Serious,51.488785,Darkness - lights lit,Kensington and Chelsea,None,-0.165398,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,16:14,Urban,Fine no high winds,Car
638,200901BS70752,12/5/2021,Saturday,Auto traffic signal,T or staggered junction,Serious,51.50721,Darkness - lights lit,Kensington and Chelsea,None,-0.205439,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,18:20,Urban,Raining no high winds,Car
639,200901BS76783,1/17/2021,Saturday,Auto traffic signal,More than 4 arms (not roundabout),Serious,51.504843,Darkness - lights lit,Kensington and Chelsea,None,-0.215331,2,1,Metropolitan Police,Wet or damp,Dual carriageway,30,4:11,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
640,200901BS76853,1/8/2021,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,51.487745,Darkness - lights lit,Kensington and Chelsea,None,-0.167889,1,2,Metropolitan Police,Dry,Single carriageway,30,22:30,Urban,Fine no high winds,Car
641,200901BS77012,1/31/2021,Saturday,Give way or uncontrolled,T or staggered junction,Serious,51.497819,Daylight,Kensington and Chelsea,None,-0.179587,1,1,Metropolitan Police,Dry,Dual carriageway,30,14:34,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
642,200901BS77057,2/5/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.508639,Daylight,Kensington and Chelsea,None,-0.198898,1,2,Metropolitan Police,Dry,Single carriageway,30,8:58,Urban,Fine no high winds,Car
643,200901BS79002,12/31/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.497704,Daylight,Kensington and Chelsea,None,-0.18377,1,2,Metropolitan Police,Dry,Single carriageway,30,8:40,Urban,Fine no high winds,Car
644,200901BS79005,12/19/2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.50108,Darkness - lights lit,Kensington and Chelsea,None,-0.192713,1,1,Metropolitan Police,Dry,Single carriageway,30,2:00,Urban,Fine no high winds,Car
645,200901BS79035,12/30/2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.486953,Darkness - lights lit,Kensington and Chelsea,None,-0.151788,2,2,Metropolitan Police,Dry,Single carriageway,30,22:30,Urban,Fine no high winds,Car
646,200901BS79081,10/29/2021,Thursday,Auto traffic signal,Crossroads,Slight,51.497035,Darkness - lights lit,Kensington and Chelsea,None,-0.204542,1,2,Metropolitan Police,Dry,Single carriageway,30,22:20,Urban,Fine no high winds,Car
647,200901CP00001,1/8/2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.517745,Darkness - lights lit,City of London,None,-0.10903,1,1,City of London,Dry,Single carriageway,30,17:55,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
648,200901CP00002,1/9/2021,Friday,Auto traffic signal,Crossroads,Slight,51.516133,Darkness - lights lit,City of London,None,-0.081711,2,3,City of London,Dry,Dual carriageway,30,23:23,Urban,Fine no high winds,Car
649,200901CP00003,1/12/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.517683,Darkness - lights lit,City of London,None,-0.105141,1,2,City of London,Wet or damp,Single carriageway,30,19:15,Urban,Fine no high winds,Car
650,200901CP00004,1/14/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.517043,Daylight,City of London,None,-0.087871,2,1,City of London,Dry,Single carriageway,30,7:28,Urban,Fine no high winds,Car
651,200901CP00005,1/14/2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.519199,Daylight,City of London,None,-0.087781,1,2,City of London,Dry,Single carriageway,30,10:12,Urban,Fine no high winds,Car
652,200901CP00006,1/16/2021,Friday,Auto traffic signal,T or staggered junction,Serious,51.514047,Darkness - lights lit,City of London,None,-0.075169,1,1,City of London,Dry,One way street,30,21:27,Urban,Fine no high winds,Car
653,200901CP00007,1/21/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.513587,Darkness - lights lit,City of London,None,-0.091042,2,1,City of London,Dry,Single carriageway,30,17:01,Urban,Fine no high winds,Car
654,200901CP00008,1/23/2021,Friday,Auto traffic signal,Crossroads,Slight,51.517239,Daylight,City of London,None,-0.088872,1,1,City of London,Dry,Single carriageway,30,8:10,Urban,Fine no high winds,Car
655,200901CP00009,1/20/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.518786,Daylight,City of London,None,-0.101059,1,2,City of London,Dry,One way street,30,10:05,Urban,Fine no high winds,Car
656,200901CP00010,1/22/2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.511476,Darkness - lighting unknown,City of London,None,-0.077439,1,1,City of London,Wet or damp,Single carriageway,30,7:05,Urban,Raining no high winds,Car
657,200901CP00011,1/22/2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517268,Darkness - lights lit,City of London,None,-0.10732,1,2,City of London,Wet or damp,Single carriageway,30,18:42,Urban,Fine no high winds,Motorcycle over 500cc
658,200901CP00012,1/23/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.517011,Darkness - lights lit,City of London,None,-0.096953,1,2,City of London,Dry,Single carriageway,30,17:40,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
659,200901CP00013,1/14/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.51578,Daylight,City of London,None,-0.082158,1,2,City of London,Dry,Dual carriageway,30,12:30,Urban,Fine no high winds,Car
660,200901CP00014,1/26/2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.518796,Daylight,City of London,None,-0.079581,1,1,City of London,Dry,Single carriageway,30,9:35,Urban,Fine no high winds,Car
661,200901CP00015,1/27/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.510112,Daylight,City of London,None,-0.081964,1,2,City of London,Dry,Single carriageway,30,10:37,Urban,Fine no high winds,Car
662,200901CP00016,1/29/2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.515699,Daylight,City of London,None,-0.104791,1,2,City of London,Dry,Dual carriageway,30,8:35,Urban,Fine no high winds,Car
663,200901CP00017,1/30/2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.517552,Daylight,City of London,None,-0.080499,1,1,City of London,Dry,Single carriageway,30,14:15,Urban,Fine no high winds,Car
664,200901CP00018,2/3/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.512406,Daylight,City of London,None,-0.095848,1,2,City of London,Wet or damp,One way street,30,8:25,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
665,200901CP00019,2/6/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.513347,Daylight,City of London,None,-0.081828,1,2,City of London,Wet or damp,Single carriageway,30,5:06,Urban,Fine no high winds,Car
666,200901CP00020,2/11/2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.510749,Daylight,City of London,None,-0.104564,1,2,City of London,Dry,Dual carriageway,30,8:34,Urban,Fine no high winds,Taxi/Private hire car
667,200901CP00021,2/13/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.517126,Daylight,City of London,None,-0.081958,1,1,City of London,Dry,Single carriageway,30,14:50,Urban,Fine no high winds,Car
668,200901CP00022,2/13/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.513328,Darkness - lights lit,City of London,None,-0.086153,1,2,City of London,Dry,Single carriageway,30,18:15,Urban,Fine no high winds,Car
669,200901CP00023,2/16/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.51704,Daylight,City of London,None,-0.087727,1,2,City of London,Dry,Single carriageway,30,12:33,Urban,Fine no high winds,Car
670,200901CP00024,2/18/2021,Wednesday,Give way or uncontrolled,Crossroads,Slight,51.517327,Daylight,City of London,None,-0.083247,1,1,City of London,Dry,Single carriageway,30,9:55,Urban,Fine no high winds,Car
671,200901CP00025,2/18/2021,Wednesday,Give way or uncontrolled,Roundabout,Slight,51.515128,Daylight,City of London,None,-0.09732,1,1,City of London,Dry,Roundabout,30,7:26,Urban,Fine no high winds,Motorcycle 125cc and under
672,200901CP00026,2/21/2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.513529,Darkness - lights lit,City of London,None,-0.076488,1,1,City of London,Dry,Dual carriageway,30,3:41,Urban,Fine no high winds,Car
673,200901CP00027,1/30/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518279,Daylight,City of London,None,-0.103098,1,1,City of London,Dry,One way street,30,8:55,Urban,Fine no high winds,Car
674,200901CP00028,2/20/2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.514125,Darkness - lights lit,City of London,None,-0.107594,1,2,City of London,Dry,Single carriageway,30,17:50,Urban,Fine no high winds,Motorcycle over 500cc
675,200901CP00029,2/20/2021,Friday,Give way or uncontrolled,T or staggered junction,Serious,51.511501,Darkness - lights lit,City of London,None,-0.089976,1,2,City of London,Dry,Single carriageway,30,23:56,Urban,Fine no high winds,Motorcycle over 500cc
676,200901CP00030,2/22/2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.518703,Daylight,City of London,None,-0.079441,1,1,City of London,Dry,Single carriageway,30,15:17,Urban,Fine no high winds,Car
677,200901CP00031,2/24/2021,Tuesday,Give way or uncontrolled,Private drive or entrance,Slight,51.515191,Darkness - lights lit,City of London,None,-0.084633,1,1,City of London,Dry,Single carriageway,30,7:00,Urban,Fine no high winds,Motorcycle over 500cc
678,200901CP00032,2/20/2021,Friday,Auto traffic signal,Crossroads,Slight,51.510897,Daylight,City of London,None,-0.085967,1,2,City of London,Dry,Single carriageway,30,14:20,Urban,Fine no high winds,Motorcycle over 500cc
679,200901CP00033,2/24/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.518532,Daylight,City of London,None,-0.102078,1,1,City of London,Wet or damp,One way street,30,12:00,Urban,Raining no high winds,Car
680,200901CP00034,2/25/2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.513257,Daylight,City of London,None,-0.098406,1,2,City of London,Dry,Single carriageway,30,10:03,Urban,Fine no high winds,Car
681,200901CP00035,2/24/2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.516293,Daylight,City of London,None,-0.102604,1,1,City of London,Wet or damp,Single carriageway,30,9:01,Urban,Other,Car
682,200901CP00036,2/26/2021,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,51.515968,Darkness - lights lit,City of London,None,-0.104779,1,2,City of London,Wet or damp,Single carriageway,30,18:28,Urban,Raining no high winds,Car
683,200901CP00037,2/27/2021,Friday,Auto traffic signal,Crossroads,Slight,51.509771,Daylight,City of London,None,-0.088608,1,1,City of London,Dry,Dual carriageway,30,6:38,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
684,200901CP00038,2/5/2021,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,51.517213,Daylight,City of London,None,-0.08181,1,2,City of London,Dry,Single carriageway,30,14:00,Urban,Fine no high winds,Car
685,200901CP00039,3/1/2021,Sunday,Auto traffic signal,Roundabout,Slight,51.51754,Darkness - lights lit,City of London,None,-0.107453,2,2,City of London,Dry,Roundabout,30,3:12,Urban,Fine no high winds,Car
686,200901CP00040,4/24/2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.509631,Daylight,City of London,None,-0.085587,2,1,City of London,Dry,Single carriageway,30,13:23,Urban,Fine no high winds,Car
687,200901CP00041,3/4/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.511079,Daylight,City of London,None,-0.07515,1,2,City of London,Wet or damp,Single carriageway,30,9:20,Urban,Fine no high winds,Motorcycle 125cc and under
688,200901CP00042,3/3/2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.516343,Darkness - lights lit,City of London,None,-0.083576,1,2,City of London,Dry,Dual carriageway,30,19:38,Urban,Fine no high winds,Car
